CHARSET,SERVER,WHOIS_COUNTRY,WHOIS_STATEPRO,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CONTENT_LENGTH,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,WHOIS_REGDATE_YEAR,WHOIS_REGDATE_MONTH,WHOIS_REGDATE_DAY,WHOIS_REGDATE_HOUR,WHOIS_REGDATE_MINUTE,WHOIS_UPDATED_DATE_YEAR,WHOIS_UPDATED_DATE_MONTH,WHOIS_UPDATED_DATE_DAY,WHOIS_UPDATED_DATE_HOUR,WHOIS_UPDATED_DATE_MINUTE,Type
UTF-8,OTHER,US,OTHER,37,8,6944.0,0,0,0,0,0,0,0,0,0,0.0,2000,2,14,0,0,2016,2,14,0,0,0
ISO-8859-1,,US,CA,37,8,1819.0,0,0,0,0,0,0,0,0,0,0.0,2002,2,11,0,0,2017,2,2,0,0,0
UTF-8,OTHER,US,CA,37,7,7783.0,0,0,0,0,0,0,0,0,0,0.0,2000,7,31,0,0,2016,6,29,0,0,0
ISO-8859-1,OTHER,CA,OTHER,38,10,337.0,14,4,6,888,14,5,316,888,14,0.0,2009,9,14,8,39,2016,6,9,8,26,1
UTF-8,NGINX,,,38,11,661.0,22,1,5,2813,30,27,3916,3409,30,8.0,,,,,,,,,,,1
ISO-8859-1,OTHER,US,OTHER,38,9,2516.0,15,0,2,2342,21,15,7249,2806,21,6.0,2000,5,24,0,0,2016,5,25,0,0,1
ISO-8859-1,OTHER,US,OTHER,38,9,2516.0,19,1,3,2594,25,25,7997,3058,25,6.0,2000,5,24,0,0,2016,5,25,0,0,1
ISO-8859-1,OTHER,,,38,10,215.0,7,0,2,734,9,9,1097,880,9,2.0,2005,7,18,0,0,2016,6,18,0,0,1
ISO-8859-1,OTHER,US,OTHER,38,9,4397.0,0,0,0,0,0,0,0,0,0,0.0,1999,10,28,0,0,2016,8,29,0,0,0
ISO-8859-1,,US,CA,38,8,1819.0,0,0,0,0,0,0,0,0,0,0.0,2002,2,11,0,0,2017,2,2,0,0,0
ISO-8859-1,OTHER,,,38,8,,18,0,1,1458,20,20,19623,1616,20,2.0,2006,2,25,0,0,2016,2,26,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,OTHER,38,8,,0,0,0,0,0,0,0,0,0,0.0,2007,12,6,0,0,2016,5,10,0,0,0
UTF-8,NGINX,OTHER,OTHER,38,8,39740.0,0,0,0,0,0,0,0,0,0,0.0,2002,3,20,23,59,2017,7,3,22,2,0
UTF-8,APACHE,US,OTHER,38,9,68067.0,19,0,3,1851,23,23,15551,2143,23,4.0,1996,5,20,0,0,2016,10,24,0,0,0
UTF-8,APACHE,OTHER,,38,10,40299.0,0,0,0,0,0,0,0,0,0,0.0,1995,4,18,0,0,2016,11,14,0,0,0
ISO-8859-1,APACHE,US,CA,38,9,,0,0,0,0,0,0,0,0,0,0.0,2000,4,25,0,0,2015,4,8,0,0,0
UTF-8,,US,CA,38,8,,0,0,0,0,0,0,0,0,0,0.0,1997,5,12,0,0,2017,3,31,0,0,0
UTF-8,OTHER,US,CA,38,9,,0,0,0,0,0,0,0,0,0,0.0,1996,9,12,0,0,2015,9,10,0,0,0
ISO-8859-1,OTHER,US,CA,38,8,345.0,0,0,0,0,0,0,0,0,0,0.0,1996,9,24,0,0,2017,1,30,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,38,7,324.0,0,0,0,0,0,0,0,0,0,0.0,1992,10,1,0,0,2016,5,1,0,0,0
UTF-8,OTHER,US,CA,38,9,3916.0,0,0,0,0,0,0,0,0,0,0.0,2000,7,31,0,0,2016,6,29,0,0,0
ISO-8859-1,,US,CA,38,8,1819.0,39,25,11,5509,47,45,25776,6115,47,8.0,2002,2,11,0,0,2017,2,2,0,0,0
ISO-8859-1,,,,38,7,34.0,7,7,3,618,7,9,562,618,7,0.0,2001,7,17,0,0,2014,5,28,0,0,0
UTF-8,APACHE,US,OTHER,38,8,,13,13,9,1002,13,16,1012,1002,13,0.0,2011,7,14,0,0,2016,6,30,0,0,0
UTF-8,APACHE,US,NY,38,7,1172.0,4,3,2,432,4,4,244,432,4,0.0,2001,9,21,0,0,2017,2,3,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,38,6,324.0,6,6,3,540,6,8,539,540,6,0.0,2003,5,6,0,0,2014,11,26,0,0,0
UTF-8,OTHER,US,OTHER,38,8,,3,2,2,330,3,5,306,330,3,0.0,1996,5,12,0,0,2016,11,30,0,0,0
UTF-8,,AU,OTHER,38,7,24087.0,8,0,3,786,12,9,968,1106,12,4.0,2002,2,19,1,2,2016,11,29,0,0,0
UTF-8,OTHER,US,CA,38,9,618.0,46,17,7,5306,54,42,39325,5906,54,8.0,1995,1,18,0,0,2015,8,26,0,0,0
ISO-8859-1,,,,38,8,6746.0,35,8,14,3072,41,31,9718,3506,41,6.0,1999,11,28,0,0,2013,9,9,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,38,8,324.0,23,7,7,1967,29,24,6542,2417,29,6.0,1997,5,26,0,0,2017,4,23,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,AU,OTHER,38,7,324.0,13,7,7,1068,15,13,1006,1216,15,2.0,2008,5,7,0,0,2016,8,30,0,0,0
UTF-8,APACHE,OTHER,,38,6,9555.0,23,5,9,2823,27,21,15940,3153,27,4.0,2007,7,4,0,0,2017,8,4,0,0,0
UTF-8,OTHER,US,FL,38,6,,58,40,3,8165,66,77,54909,8787,66,8.0,2011,9,4,16,13,2017,2,28,10,46,0
UTF-8,APACHE,US,CA,38,8,1840.0,23,12,8,3099,27,28,7395,3439,27,4.0,1997,11,9,4,0,2015,9,12,14,43,0
UTF-8,OTHER,OTHER,,38,10,4929.0,16,0,5,1927,20,20,8052,2219,20,4.0,2004,1,29,16,1,2016,12,29,14,11,0
UTF-8,OTHER,US,FL,38,8,12400.0,16,0,3,1879,22,20,8768,2307,22,6.0,1999,2,17,5,0,2016,12,19,8,39,0
UTF-8,OTHER,US,FL,38,9,42952.0,35,30,2,4047,41,53,54041,4497,41,6.0,2000,2,27,15,5,2016,5,31,17,46,0
ISO-8859-1,OTHER,US,OTHER,38,7,,20,0,3,1578,24,24,20606,1890,24,4.0,2010,2,7,0,0,2017,4,25,0,0,0
UTF-8,OTHER,US,CA,38,7,,42,20,4,4268,50,40,40666,4998,50,8.0,2000,7,31,0,0,2016,6,29,0,0,0
UTF-8,,,,38,9,,288,279,10,20749,294,431,1058608,21187,294,6.0,,,,,,,,,,,0
UTF-8,CLOUDFLARE-NGINX,US,CA,38,8,,0,0,0,0,0,0,0,0,0,0.0,1995,7,21,0,0,2016,9,26,0,0,0
UTF-8,OTHER,US,CA,38,7,7868.0,44,0,4,5064,50,42,35677,5586,50,6.0,2000,7,31,0,0,2016,6,29,0,0,0
ISO-8859-1,OTHER,US,CA,38,9,220.0,0,0,0,0,0,0,0,0,0,0.0,2002,8,8,0,0,2015,7,29,0,0,0
UTF-8,OTHER,US,CA,38,7,7797.0,0,0,0,0,0,0,0,0,0,0.0,2000,7,31,0,0,2016,6,29,0,0,0
US-ASCII,CLOUDFLARE-NGINX,US,OTHER,38,9,,0,0,0,0,0,0,0,0,0,0.0,2005,10,6,0,0,2015,4,6,0,0,0
UTF-8,NGINX,,,39,13,637.0,4,0,4,264,4,6,388,264,4,0.0,,,,,,,,,,,1
UTF-8,NGINX,,,39,11,640.0,11,1,4,1266,15,12,960,1548,15,4.0,,,,,,,,,,,1
UTF-8,NGINX,,,39,11,640.0,26,5,8,2329,32,25,4850,2759,32,6.0,,,,,,,,,,,1
UTF-8,NGINX,,,39,11,661.0,20,0,6,2328,26,26,3285,2772,26,6.0,,,,,,,,,,,1
ISO-8859-1,OTHER,US,OTHER,39,9,2516.0,20,0,2,2976,26,23,7783,3440,26,6.0,2000,5,24,0,0,2016,5,25,0,0,1
ISO-8859-1,OTHER,,,39,10,216.0,8,0,1,809,12,11,1321,1101,12,4.0,2005,7,18,0,0,2016,6,18,0,0,1
UTF-8,OTHER,US,CA,39,8,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,AU,OTHER,39,7,256306.0,0,0,0,0,0,0,0,0,0,0.0,2009,8,1,10,56,2017,9,1,10,11,0
UTF-8,OTHER,US,CA,39,8,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,9,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,9,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,,,39,9,,0,0,0,0,0,0,0,0,0,0.0,2007,1,7,5,40,2016,8,12,14,1,0
UTF-8,OTHER,US,CA,39,9,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,9,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
ISO-8859-1,APACHE,US,OTHER,39,8,404.0,0,0,0,0,0,0,0,0,0,0.0,2006,10,21,0,0,2016,10,22,0,0,0
UTF-8,NGINX,US,OTHER,39,9,,0,0,0,0,0,0,0,0,0,0.0,2000,8,30,0,0,2015,4,18,0,0,0
UTF-8,OTHER,US,FL,39,8,,0,0,0,0,0,0,0,0,0,0.0,1995,9,14,0,0,2016,12,5,0,0,0
ISO-8859-1,OTHER,US,WA,39,8,,0,0,0,0,0,0,0,0,0,0.0,1996,5,1,0,0,2016,5,5,0,0,0
UTF-8,OTHER,US,CA,39,7,7472.0,0,0,0,0,0,0,0,0,0,0.0,2000,7,31,0,0,2016,6,29,0,0,0
UTF-8,OTHER,OTHER,,39,8,3063.0,0,0,0,0,0,0,0,0,0,0.0,2000,9,14,8,47,2016,9,15,21,37,0
UTF-8,OTHER,US,CA,39,8,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,,US,CA,39,6,,30,26,1,3521,36,37,33021,3947,36,6.0,1996,2,22,0,0,2015,1,16,0,0,0
UTF-8,OTHER,US,CA,39,8,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,APACHE,US,OTHER,39,7,12985.0,0,0,0,0,0,0,0,0,0,0.0,2006,2,17,0,0,2015,8,19,0,0,0
UTF-8,NGINX,US,OTHER,39,8,,0,0,0,0,0,0,0,0,0,0.0,2000,8,30,0,0,2016,8,16,0,0,0
UTF-8,OTHER,US,CA,39,8,9352.0,0,0,0,0,0,0,0,0,0,0.0,2000,7,31,0,0,2016,6,29,0,0,0
UTF-8,OTHER,US,CA,39,8,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,APACHE,US,NY,39,7,,0,0,0,0,0,0,0,0,0,0.0,2002,10,7,0,0,2013,10,18,0,0,0
UTF-8,OTHER,US,CA,39,8,,61,52,4,7271,71,68,60586,8017,71,10.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,8,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,10,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,NGINX,OTHER,,39,8,,8,0,2,1059,12,11,1506,1361,12,4.0,1996,4,9,4,0,2016,4,26,9,14,0
UTF-8,OTHER,US,CA,39,8,,16,7,3,2241,22,20,6701,2683,22,6.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,8,,64,48,8,6413,72,68,58285,7005,72,8.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,8,,2,2,1,276,2,4,244,276,2,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,8,,16,6,4,1224,16,4,244,1224,16,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,8,,34,24,7,5528,34,22,7472,5528,34,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,8,,6,2,3,492,6,3,184,492,6,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,8,,5,3,2,498,5,7,438,498,5,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,APACHE,,,39,8,9050.0,22,9,9,1560,22,18,1334,1560,22,0.0,,,,,,,,,,,0
UTF-8,OTHER,US,CA,39,8,,22,9,10,1524,22,11,702,1524,22,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,8,,2,2,1,276,2,4,246,276,2,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,9,620.0,3,3,1,366,3,5,306,366,3,0.0,1995,1,18,0,0,2015,8,26,0,0,0
UTF-8,OTHER,US,CA,39,8,,18,7,11,1308,18,16,1030,1308,18,0.0,2005,2,15,0,0,2017,1,14,0,0,0
ISO-8859-1,OTHER,,,39,9,889.0,10,4,5,816,10,7,436,816,10,0.0,2005,5,15,0,0,2017,4,15,0,0,0
ISO-8859-1,NGINX,US,OTHER,39,9,1502.0,8,4,6,684,8,12,762,684,8,0.0,2004,8,1,0,0,2017,3,1,0,0,0
UTF-8,APACHE,,,39,9,,4,3,2,420,4,5,310,420,4,0.0,,,,,,,,,,,0
UTF-8,CLOUDFLARE-NGINX,,,39,10,,3,3,1,366,3,4,244,366,3,0.0,,,,,,,,,,,0
UTF-8,CLOUDFLARE-NGINX,US,OTHER,39,10,,12,5,5,912,12,4,244,912,12,0.0,2009,10,11,0,0,2015,4,21,0,0,0
ISO-8859-1,APACHE,CA,OTHER,39,7,340.0,11,5,5,894,11,10,634,894,11,0.0,1996,11,26,0,0,2016,2,11,0,0,0
UTF-8,OTHER,US,CA,39,9,,9,8,6,714,9,11,788,714,9,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,9,,25,11,4,3771,33,32,11756,4385,33,8.0,2005,2,15,0,0,2017,1,14,0,0,0
ISO-8859-1,APACHE,OTHER,OTHER,39,8,1002.0,10,2,7,927,14,20,2926,1241,14,4.0,2004,1,6,0,0,2016,2,6,0,0,0
UTF-8,OTHER,US,CA,39,8,,23,6,10,2679,29,26,7080,3121,29,6.0,2005,2,15,0,0,2017,1,14,0,0,0
ISO-8859-1,CLOUDFLARE-NGINX,,,39,7,,28,6,13,2721,30,29,15626,2879,30,2.0,2010,2,8,0,0,2016,4,5,0,0,0
UTF-8,OTHER,US,CA,39,9,,63,54,5,6884,73,70,57005,7630,73,10.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,OTHER,OTHER,39,7,431.0,9,0,1,865,11,12,19264,1045,11,2.0,2003,8,24,0,0,2017,2,27,0,0,0
ISO-8859-1,NGINX,US,OTHER,39,9,1500.0,40,11,12,6028,46,46,20061,6502,46,6.0,2004,8,1,0,0,2017,3,1,0,0,0
UTF-8,OTHER,US,CA,39,8,,44,36,6,5129,52,68,59068,5721,52,8.0,2005,2,15,0,0,2017,1,14,0,0,0
ISO-8859-1,,US,CA,39,9,1819.0,38,33,1,6419,48,47,29141,7171,48,10.0,2002,2,11,0,0,2017,2,2,0,0,0
ISO-8859-1,OTHER,OTHER,OTHER,39,6,,71,67,7,7582,79,73,82537,8282,79,8.0,2010,7,19,0,0,2016,7,20,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,OTHER,OTHER,39,8,324.0,12,6,9,1063,14,16,1287,1213,14,2.0,2008,10,28,0,0,2016,3,4,0,0,0
ISO-8859-1,OTHER,US,OTHER,39,8,,24,13,8,2750,30,32,9290,3190,30,6.0,2003,6,24,0,0,2016,8,22,0,0,0
US-ASCII,CLOUDFLARE-NGINX,US,OTHER,39,9,,23,17,8,1970,27,26,2183,2262,27,4.0,2005,10,6,0,0,2015,4,6,0,0,0
UTF-8,OTHER,US,CA,39,8,,69,60,5,8450,81,80,68036,9350,81,12.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,9,,64,56,5,7076,74,71,63630,7822,74,10.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,OTHER,39,10,8507.0,13,3,7,1313,17,18,1612,1605,17,4.0,2008,2,28,0,0,2017,4,24,0,0,0
UTF-8,OTHER,US,CA,39,9,,62,50,5,6269,70,65,54988,6861,70,8.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,10,,57,49,5,5951,65,64,56509,6543,65,8.0,2005,2,15,0,0,2017,1,14,0,0,0
ISO-8859-1,OTHER,US,OTHER,39,9,121211.0,35,0,2,3234,38,38,129083,3384,38,2.0,1993,9,22,0,0,2017,2,15,0,0,0
UTF-8,OTHER,US,CA,39,8,,60,51,4,6503,69,66,58109,7095,69,8.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,9,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,8,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,8,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
ISO-8859-1,OTHER,US,OTHER,39,8,,0,0,0,0,0,0,0,0,0,0.0,1994,9,29,0,0,2016,11,29,0,0,0
UTF-8,OTHER,US,CA,39,8,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,8,,66,56,7,8252,78,77,61807,9152,78,12.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,8,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,APACHE,PA,OTHER,39,9,58.0,0,0,0,0,0,0,0,0,0,0.0,2016,7,11,0,0,2016,7,11,0,0,0
UTF-8,OTHER,PA,OTHER,39,8,1007.0,0,0,0,0,0,0,0,0,0,0.0,2009,7,30,4,1,2017,4,19,10,41,0
UTF-8,OTHER,OTHER,,39,7,,0,0,0,0,0,0,0,0,0,0.0,2007,10,1,15,27,2017,9,1,16,53,0
UTF-8,OTHER,US,CA,39,8,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,,,39,8,,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
ISO-8859-1,OTHER,CA,OTHER,39,9,,0,0,0,0,0,0,0,0,0,0.0,2005,10,19,0,0,2016,10,18,0,0,0
UTF-8,OTHER,US,CA,39,8,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,OTHER,US,CA,39,8,,0,0,0,0,0,0,0,0,0,0.0,2005,2,15,0,0,2017,1,14,0,0,0
UTF-8,NGINX,,,40,13,637.0,12,1,5,1340,16,12,964,1622,16,4.0,,,,,,,,,,,1
UTF-8,NGINX,,,40,13,640.0,12,1,4,1325,18,14,2091,1749,18,6.0,,,,,,,,,,,1
UTF-8,NGINX,,,40,13,643.0,11,1,4,1266,15,12,960,1548,15,4.0,,,,,,,,,,,1
UTF-8,NGINX,,,40,11,667.0,21,1,5,2383,29,25,3786,2983,29,8.0,,,,,,,,,,,1
UTF-8,NGINX,,,40,11,667.0,19,1,5,2243,25,22,3021,2691,25,6.0,,,,,,,,,,,1
UTF-8,APACHE,,,40,10,3016.0,11,0,2,1285,17,18,2462,1741,17,6.0,,,,,,,,,,,1
ISO-8859-1,OTHER,US,OTHER,40,9,2516.0,19,0,2,2610,25,22,7715,3074,25,6.0,2000,5,24,0,0,2016,5,25,0,0,1
UTF-8,OTHER,US,CA,40,9,,0,0,0,0,0,0,0,0,0,0.0,1999,5,14,0,0,2016,6,28,0,0,0
UTF-8,OTHER,US,CA,40,9,,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,OTHER,US,CA,40,7,7283.0,0,0,0,0,0,0,0,0,0,0.0,2000,7,31,0,0,2016,6,29,0,0,0
UTF-8,OTHER,US,OTHER,40,10,12513.0,0,0,0,0,0,0,0,0,0,0.0,2001,9,13,23,3,2013,2,13,1,33,0
UTF-8,APACHE,US,CA,40,7,13183.0,0,0,0,0,0,0,0,0,0,0.0,2001,2,22,0,0,2017,7,2,0,0,0
UTF-8,OTHER,US,CA,40,7,6222.0,0,0,0,0,0,0,0,0,0,0.0,2000,7,31,0,0,2016,6,29,0,0,0
UTF-8,APACHE,US,CA,40,9,7942.0,8,0,2,1016,12,14,1612,1324,12,4.0,2005,2,10,0,0,2016,3,10,0,0,0
UTF-8,,CA,OTHER,40,7,,0,0,0,0,0,0,0,0,0,0.0,2002,8,27,0,0,2016,1,6,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,OTHER,40,9,,0,0,0,0,0,0,0,0,0,0.0,1996,9,28,0,0,2016,9,26,0,0,0
ISO-8859-1,CLOUDFLARE-NGINX,ES,OTHER,40,8,,0,0,0,0,0,0,0,0,0,0.0,2006,5,6,0,0,2017,3,24,0,0,0
ISO-8859-1,APACHE,AU,OTHER,40,9,,0,0,0,0,0,0,0,0,0,0.0,2006,3,22,0,0,2017,3,22,0,0,0
UTF-8,APACHE,US,CA,40,12,3013.0,0,0,0,0,0,0,0,0,0,0.0,1998,10,20,0,0,2013,4,12,0,0,0
UTF-8,NGINX,US,NY,40,11,,0,0,0,0,0,0,0,0,0,0.0,1995,3,23,0,0,2017,3,3,0,0,0
UTF-8,OTHER,US,CA,40,10,4692.0,7,4,3,630,7,5,310,630,7,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,OTHER,US,CA,40,7,9433.0,3,3,1,366,3,5,306,366,3,0.0,2000,7,31,0,0,2016,6,29,0,0,0
UTF-8,OTHER,US,CA,40,9,,14,12,5,1092,14,4,244,1092,14,0.0,2001,1,13,0,12,2015,12,12,10,16,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,40,9,324.0,3,3,1,366,3,5,306,366,3,0.0,2002,4,23,18,56,2015,8,20,15,58,0
UTF-8,OTHER,US,OTHER,40,8,11590.0,156,17,12,23383,162,206,295213,23877,162,6.0,2005,9,26,0,0,2011,7,23,0,0,0
ISO-8859-1,APACHE,US,OTHER,40,9,230.0,5,3,3,486,5,4,244,486,5,0.0,1995,4,1,0,0,2017,4,1,0,0,0
UTF-8,,,,40,6,,12,4,8,924,12,10,642,924,12,0.0,1996,2,22,0,0,2015,1,16,0,0,0
ISO-8859-1,OTHER,AU,OTHER,40,7,618.0,24,6,4,1784,26,27,23886,1950,26,2.0,2004,7,30,0,0,2014,3,30,0,0,0
ISO-8859-1,,US,OTHER,40,8,,17,3,9,1394,19,20,12358,1546,19,2.0,2008,5,11,0,0,2016,7,10,0,0,0
UTF-8,OTHER,,,40,9,,16,11,2,2272,20,26,16035,2576,20,4.0,2007,1,7,5,40,2016,8,12,14,1,0
UTF-8,OTHER,US,CA,40,9,622.0,8,1,3,1088,14,13,2036,1524,14,6.0,1995,1,18,0,0,2015,8,26,0,0,0
ISO-8859-1,OTHER,US,OTHER,40,9,,21,0,2,2021,23,25,26799,2165,23,2.0,2005,12,29,0,0,2015,9,30,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,40,6,324.0,22,0,2,1724,24,26,38477,1886,24,2.0,2003,5,6,0,0,2014,11,26,0,0,0
UTF-8,,CA,OTHER,40,7,,76,9,7,8268,84,88,117625,8898,84,8.0,2002,8,27,0,0,2016,1,6,0,0,0
ISO-8859-1,OTHER,,,40,6,1108.0,15,10,4,1166,19,19,1626,1538,19,4.0,2009,2,17,0,0,2015,2,16,0,0,0
UTF-8,OTHER,US,CA,40,9,,26,1,3,4229,30,36,32381,4517,30,4.0,2005,2,12,0,0,2016,2,12,0,0,0
UTF-8,MICROSOFT-IIS/7.5,US,OTHER,40,9,63279.0,56,4,8,4551,60,59,67881,4843,60,4.0,1998,8,11,0,0,2015,3,16,0,0,0
ISO-8859-1,APACHE,,,40,8,15240.0,8,4,1,1325,12,12,2833,1637,12,4.0,2002,12,2,0,0,2014,10,16,0,0,0
UTF-8,APACHE,US,OTHER,40,9,65993.0,24,0,9,2112,28,29,16019,2404,28,4.0,1996,5,20,0,0,2016,10,24,0,0,0
ISO-8859-1,,US,CA,40,7,1819.0,48,41,9,6057,56,54,15706,6657,56,8.0,2002,2,11,0,0,2017,2,2,0,0,0
ISO-8859-1,NGINX,US,WA,40,8,,16,5,5,1615,20,23,25358,1931,20,4.0,1996,8,4,0,0,2016,11,18,0,0,0
UTF-8,NGINX,US,NY,40,8,15363.0,20,5,9,2948,24,27,5557,3248,24,4.0,1996,8,5,0,0,2017,1,27,0,0,0
ISO-8859-1,,US,OTHER,40,6,411.0,14,1,3,1981,20,19,6759,2497,20,6.0,1999,2,3,0,0,2017,1,2,0,0,0
UTF-8,OTHER,US,CA,40,7,38119.0,38,1,3,2995,44,37,41717,3531,44,6.0,2000,7,31,0,0,2016,6,29,0,0,0
ISO-8859-1,CLOUDFLARE-NGINX,US,OTHER,40,9,,0,0,0,0,0,0,0,0,0,0.0,2007,12,17,0,0,2015,12,15,0,0,0
UTF-8,OTHER,US,FL,40,9,,0,0,0,0,0,0,0,0,0,0.0,2000,3,6,0,0,2016,5,5,0,0,0
UTF-8,OTHER,US,CA,40,7,6498.0,0,0,0,0,0,0,0,0,0,0.0,2000,7,31,0,0,2016,6,29,0,0,0
UTF-8,OTHER,US,CA,40,9,622.0,0,0,0,0,0,0,0,0,0,0.0,1995,1,18,0,0,2015,8,26,0,0,0
UTF-8,NGINX,,,41,13,643.0,9,0,3,1142,13,12,1991,1430,13,4.0,,,,,,,,,,,1
UTF-8,NGINX,,,41,11,670.0,15,1,5,1653,21,19,2798,2103,21,6.0,,,,,,,,,,,1
ISO-8859-1,OTHER,US,OTHER,41,10,2516.0,24,0,2,4034,30,26,12486,4498,30,6.0,2000,5,24,0,0,2016,5,25,0,0,1
UTF-8,OTHER,OTHER,,41,11,27103.0,22,0,3,2316,26,28,31378,2640,26,4.0,,,,,,,,,,,1
ISO-8859-1,OTHER,,,41,10,218.0,7,0,1,737,11,10,1162,1047,11,4.0,2005,7,18,0,0,2016,6,18,0,0,1
ISO-8859-1,NGINX,,,41,6,318.0,8,0,2,1089,14,13,1977,1601,14,6.0,2016,11,21,0,0,2017,1,13,0,0,0
UTF-8,NGINX,US,OTHER,41,8,,0,0,0,0,0,0,0,0,0,0.0,2000,8,30,0,0,2016,8,16,0,0,0
UTF-8,APACHE,US,OTHER,41,8,65473.0,0,0,0,0,0,0,0,0,0,0.0,1996,5,20,0,0,2016,10,24,0,0,0
UTF-8,OTHER,US,OTHER,41,9,,0,0,0,0,0,0,0,0,0,0.0,2007,8,9,0,0,2016,9,9,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,OTHER,OTHER,41,8,324.0,0,0,0,0,0,0,0,0,0,0.0,2006,10,25,0,0,2016,10,18,0,0,0
UTF-8,OTHER,US,NY,41,10,,0,0,0,0,0,0,0,0,0,0.0,1994,10,18,0,0,2016,6,10,0,0,0
